Rang;n° rue;Nom rue;Code postal;Ville;Date création;Nom société;APE;Catégorie;Nbr employé;Mise à jour;Date finance;Revenu;Profit
145;48;RUE DESTOMBES;59160;LILLE;1996;BARTIN RECYCLING;3832Z;Récupération de déchets triés;362;2008-04-30T00:00:00;31/12/2015;168895356;-9911092
146;;MARCHE D INTERET NATIONAL;59160;LILLE;2015;CASINO RESTAURATION;5610A;Restauration traditionnelle;1474;2015-01-26T00:00:00;31/12/2015;167462844;-30896200
147;28;ZAMIN 2EME AVENUE;59160;LILLE;2012;CASINO RESTAURATION;5610A;Restauration traditionnelle;1474;2012-07-31T00:00:00;31/12/2015;167462844;-30896200
148;1;RUE DE LA VIEILLE COMEDIE;59800;LILLE;2014;COMPTOIR DES COTONNIERS;4771Z;Commerce de détail d'habillement en magasin spécialisé;839;2015-05-26T00:00:00;31/08/2015;166559357;10710794
149;237;RUE NATIONALE;59800;LILLE;2013;SPEEDY FRANCE SAS;4520A;Entretien et réparation de véhicules automobiles légers;1500;2013-10-28T00:00:00;31/12/2015;165487907;1662681
150;14;RUE DU VIEUX FAUBOURG;59800;LILLE;2001;ERNST ET YOUNG ADVISORY;6202A;Conseil en systèmes et logiciels informatiques;687;2008-07-24T00:00:00;30/06/2015;164633515;1627981
151;21;AVENUE LE CORBUSIER;59800;LILLE;2008;LEXMARK INTERNATIONAL SAS;4651Z;Comm. de gros d'ordinat., d'éqpts informatiq. périph. & logiciels;184;2009-02-22T00:00:00;31/12/2015;163319744;1254397
152;;PAVE DU MOULIN;59260;LILLE;1989;LABORATOIRES ANIOS;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;301;2015-08-11T00:00:00;31/12/2015;161121543;19662352
153;832;AVENUE DE DUNKERQUE LOMME;59160;LILLE;2002;SOC FIDUCIAIRE NATIO EXPERTISE COMPTABLE;6920Z;Activités comptables;2500;2002-11-22T00:00:00;30/09/2015;160642149;1916723
154;147;BOULEVARD DE LA LIBERTE;59800;LILLE;2005;VOYAGEURS DU MONDE;7912Z;Activités des voyagistes;339;2012-02-07T00:00:00;31/12/2015;159073000;4260000
155;169;RUE BERTHE MORISOT;59000;LILLE;2014;B &B HOTELS;5510Z;Hà´tels et hébergement similaire;470;2016-01-31T00:00:00;31/12/2015;159050630;7471740
156;2;PLACE DE LA GARE;59800;LILLE;2008;GENERALE DE TELEPHONE;6190Z;Autres activités de télécommunication;1228;2013-09-21T00:00:00;31/12/2015;157479536;-15256243
157;44;RUE DE PARIS;59800;LILLE;1997;TAPE A L'OEIL;4771Z;Commerce de détail d'habillement en magasin spécialisé;879;1998-12-10T00:00:00;31/12/2015;157353727;6346115
158;7;PLACE DU LION D'OR;59800;LILLE;2015;SANDRO ANDY;4642Z;Commerce de gros d'habillement et de chaussures;800;2015-10-21T00:00:00;31/12/2015;156661342;7089491
159;44;AVENUE MARX DORMOY;59000;LILLE;2011;HPM NORD;8610Z;Activités hospitalières;1347;2016-06-19T00:00:00;31/12/2015;154950315;4190640
160;8;RUE NEUVE;59000;LILLE;2013;UNDIZ;4771Z;Commerce de détail d'habillement en magasin spécialisé;585;2013-08-29T00:00:00;31/12/2015;154876784;5052271
161;80;RUE DE PARIS;59800;LILLE;2016;KING JOUET;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;586;2016-06-28T00:00:00;30/06/2015;152860199;1033508
162;8;RUE DE DOUAI;59000;LILLE;1990;OLYMPUS FRANCE;4646Z;Commerce de gros de produits pharmaceutiques;396;2001-03-09T00:00:00;31/03/2015;152250442;5045638
163;;RUE PELOUZE;59160;LILLE;2015;REFINAL INDUSTRIES;3832Z;Récupération de déchets triés;157;2015-08-31T00:00:00;30/09/2015;148421029;6159631
164;;RUE DE LA LOUVIERE;59800;LILLE;2011;COGESTAR 2;3511Z;Production d'électricité;;2011-11-07T00:00:00;31/12/2015;145737025;10773865
165;34;RUE DE LA GRANDE CHAUSSEE;59800;LILLE;2002;SWAROVSKI FRANCE;4777Z;Comm. détail d'articles horlogerie & bijouterie (magas. spéc.);545;2011-11-13T00:00:00;31/12/2015;143947263;6421076
166;2;RUE LOUIS NICQUET;59800;LILLE;2013;LES COMPAGNONS;7820Z;Activités des agences de travail temporaire;3527;2014-01-06T00:00:00;31/12/2015;141808423;5803374
167;42;RUE DU MOLINEL;59800;LILLE;2001;LES COMPAGNONS;7820Z;Activités des agences de travail temporaire;3527;2002-04-10T00:00:00;31/12/2015;141808423;5803374
168;33;BOULEVARD DE LA LIBERTE;59800;LILLE;2009;CAFPI;6619B;Aut. activ. auxil. serv. financ., hors assur. & caisse retr. nca.;412;2010-02-16T00:00:00;31/12/2015;137547771;8072724
169;6;RUE LEPELLETIER;59800;LILLE;2015;1.2.3.;4771Z;Commerce de détail d'habillement en magasin spécialisé;688;2015-02-19T00:00:00;31/12/2015;137544672;-5160965
170;100;CTRE COMMERCIAL EURALILLE;59777;LILLE;2016;MAKE UP FOR EVER;4645Z;Commerce de gros de parfumerie et de produits de beauté;348;2016-10-12T00:00:00;31/12/2015;136638426;6942336
171;31;RUE DE LA MONNAIE;59800;LILLE;2015;MAJE;4642Z;Commerce de gros d'habillement et de chaussures;220;2015-11-19T00:00:00;31/12/2015;135044168;13138055
172;17;SQUARE DUTILLEUL;59800;LILLE;2006;UFIFRANCE PATRIMOINE;6619B;Aut. activ. auxil. serv. financ., hors assur. & caisse retr. nca.;1100;2014-12-01T00:00:00;31/12/2015;132188702;5044709
173;91;RUE NATIONALE;59800;LILLE;2005;GRANT THORNTON;6920Z;Activités comptables;1142;2005-10-24T00:00:00;30/09/2015;131312262;4520237
174;171;AVENUE DE DUNKERQUE;59000;LILLE;2011;K PAR K;4799A;Vente à  domicile;927;2014-02-09T00:00:00;31/12/2015;130073210;-6153603
175;80;RUE DE PARIS;59800;LILLE;2005;SAN MARINA;4772A;Commerce de détail de la chaussure;815;2005-08-03T00:00:00;31/08/2015;127497008;-22477128
176;46;RUE DE VALENCIENNES;59000;LILLE;2016;TETRIS;7112B;Ingénierie, études techniques;150;2016-12-08T00:00:00;31/12/2015;127222522;3413218
177;39;RUE NATIONALE;59800;LILLE;1998;MINELLI SAS;4772A;Commerce de détail de la chaussure;657;1998-10-09T00:00:00;31/08/2015;126522788;1364228
178;96;RUE NATIONALE;59800;LILLE;2013;CONSORT FRANCE;6203Z;Gestion d'installations informatiques;1700;2013-10-15T00:00:00;31/12/2015;123716694;4201174
179;7;RUE DES AUGUSTINS;59800;LILLE;2008;PROWEBCE.;5829C;Edition de logiciels applicatifs;289;2011-02-13T00:00:00;31/12/2015;122030524;4629005
180;37;CTRE COMMERCIAL EURALILLE;59777;LILLE;1994;CLAIRE'S FRANCE;4778C;Autres commerces de détail spécialisés divers;1315;2008-06-04T00:00:00;31/01/2015;120589388;8756206
181;169;RUE DE L EGALITE;59160;LILLE;1982;INDUST OUEST PRODUITS ISOLANTS;4673A;Commerce de gros de bois et de matériaux de construction;501;2016-10-24T00:00:00;31/12/2015;119094099;3015348
182;55;RUE MOULINS DE GARANCE;59800;LILLE;2012;POSTE IMMO;7010Z;Activités des sièges sociaux;600;2015-08-31T00:00:00;31/12/2015;118724299;-3356391
183;55;RUE DES ARTS;59800;LILLE;2007;AMPLIFON GROUPE FRANCE;4774Z;Comm. détail d'articles médicaux & orthopédiques en magasin spéc.;125;2007-11-16T00:00:00;31/12/2015;118701691;7884385
184;14;SQUARE FOCH;59800;LILLE;1999;CHAINE THERMALE DU SOLEIL;9604Z;Entretien corporel;880;2014-10-01T00:00:00;31/12/2015;117756584;5468643
185;100;CTRE COMMERCIAL EURALILLE;59777;LILLE;2012;KIKO FRANCE;4775Z;Comm. détail de parfumerie & produits de beauté en magasin spéc.;949;2013-02-10T00:00:00;31/12/2015;117312768;5112681
186;55;RUE DE BETHUNE;59800;LILLE;2011;KIKO FRANCE;4775Z;Comm. détail de parfumerie & produits de beauté en magasin spéc.;949;2011-07-04T00:00:00;31/12/2015;117312768;5112681
187;50;RUE DE BETHUNE;59800;LILLE;1995;GAP FRANCE SAS;4771Z;Commerce de détail d'habillement en magasin spécialisé;848;1996-10-15T00:00:00;31/01/2015;116686344;-11292322
188;14;RUE DU VIEUX FAUBOURG;59800;LILLE;2001;ERNST & YOUNG AUDIT;6920Z;Activités comptables;0;2006-06-07T00:00:00;30/06/2015;115243849;1933429
189;17;SQUARE DUTILLEUL;59800;LILLE;2006;UFIFRANCE GESTION;7022Z;Conseil pour les affaires et autres conseils de gestion;270;2006-10-20T00:00:00;31/12/2015;114827253;6375120
190;34;PLACE DU GENERAL DE GAULLE;59800;LILLE;2010;PV-CP DISTRIBUTION;7912Z;Activités des voyagistes;200;2016-10-07T00:00:00;30/09/2015;113775403;1475185
191;31;CTRE COMMERCIAL EURALILLE;59777;LILLE;1998;ANDRE;4772A;Commerce de détail de la chaussure;848;1998-04-08T00:00:00;31/08/2015;113608649;-23827261
192;30;RUE NEUVE;59000;LILLE;2013;ANDRE;4772A;Commerce de détail de la chaussure;848;2013-10-08T00:00:00;31/08/2015;113608649;-23827261
193;39;RUE NATIONALE;59800;LILLE;2007;ANDRE;4772A;Commerce de détail de la chaussure;848;2007-11-13T00:00:00;31/08/2015;113608649;-23827261
194;76;RUE FAIDHERBE;59000;LILLE;1998;ANDRE;4772A;Commerce de détail de la chaussure;848;1998-03-31T00:00:00;31/08/2015;113608649;-23827261
195;17;RUE DE LA MONNAIE;59800;LILLE;2007;ZV FRANCE;4771Z;Commerce de détail d'habillement en magasin spécialisé;632;2008-01-29T00:00:00;31/07/2015;113400332;3253716
196;13;RUE DES CHATS BOSSUS;59800;LILLE;2014;ZV FRANCE;4771Z;Commerce de détail d'habillement en magasin spécialisé;632;2013-12-23T00:00:00;31/07/2015;113400332;3253716
197;;CTRE COMMERCIAL EURALILLE;59777;LILLE;2013;SPODIS SA;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;784;2014-01-13T00:00:00;31/01/2015;110189444;2642572
198;31;PLACE RIHOUR;59800;LILLE;1990;SPODIS SA;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;784;2000-09-29T00:00:00;31/01/2015;110189444;2642572
199;8;RUE RACHEL LEMPEREUR;59000;LILLE;2012;LUTTI;1082Z;Fabrication de cacao, chocolat et de produits de confiserie;434;2014-02-09T00:00:00;31/12/2015;110014747;1137106
200;80;RUE DE PARIS;59800;LILLE;2016;KING JOUET;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;572;2016-06-28T00:00:00;31/12/2015;109844967;5369286
201;;PARVIS DE ROTTERDAM;59777;LILLE;1995;CITELUM;4321B;Travaux d'installation électrique sur la voie publique;418;2013-09-07T00:00:00;31/12/2015;109040064;-27733623
202;100;BOULEVARD DE TURIN;59777;LILLE;2007;BNP PARIBAS REAL ESTATE TRANSACTION FRANCE;6831Z;Agences immobilières;428;2007-01-17T00:00:00;31/12/2015;108021483;11737247
203;57;RUE FERDINAND MATHIAS;59260;LILLE;2016;GEOPARTS;7112B;Ingénierie, études techniques;315;2016-05-10T00:00:00;31/12/2015;105086103;2979684
204;166;AVENUE DE LA BRETAGNE;59000;LILLE;2016;TOP OFFICE;4778C;Autres commerces de détail spécialisés divers;406;2016-09-19T00:00:00;31/12/2015;104867842;-1638322
205;1;RUE DES CHATS BOSSUS;59800;LILLE;1999;AIGLE INTERNATIONAL;4642Z;Commerce de gros d'habillement et de chaussures;689;1999-07-23T00:00:00;31/12/2015;102128838;-2638613
206;;RUE RACHEL LEMPEREUR;59000;LILLE;2010;EVANCIA;8891A;Accueil de jeunes enfants;3101;2010-12-03T00:00:00;31/12/2015;102069793;8125651
207;323;BOULEVARD DU PRESIDENT HOOVER;59000;LILLE;2016;EVANCIA;8891A;Accueil de jeunes enfants;3101;2016-05-25T00:00:00;31/12/2015;102069793;8125651
208;;AVENUE WILLY BRANDT;59777;LILLE;2001;CITADINES;5520Z;Hébergement touristique et autre hébergement de courte durée;532;2006-11-13T00:00:00;31/12/2015;100919863;784192
209;58;RUE EDOUARD DELESALLE;59800;LILLE;2000;ONEPI;7820Z;Activités des agences de travail temporaire;2650;2000-12-06T00:00:00;31/12/2015;100845862;2400984
210;;RUE DE TOURNAI;59800;LILLE;1994;EFFIA CONCESSIONS;5221Z;Services auxiliaires des transports terrestres;10;2014-04-22T09:43:48;31/12/2015;97574188;16160464
211;34;BOULEVARD JEAN BAPTISTE LEBAS;59000;LILLE;1999;ATHLON CAR LEASE;7711B;Location de longue durée voitures & véhicules automobiles légers;81;2004-06-28T00:00:00;31/12/2015;95983537;-4474177
212;213;BOULEVARD DE TURIN;59777;LILLE;2006;VINCI IMMOBILIER PROMOTION;4110A;Promotion immobilière de logements;400;2006-10-06T00:00:00;31/12/2015;95882457;-1268675
213;;RUE DE PERENCHIES;59160;LILLE;1996;SEDEV;4771Z;Commerce de détail d'habillement en magasin spécialisé;583;2010-02-16T00:00:00;31/12/2015;95390215;1540193
214;230;CHEMIN DE LA COLLOSE;59000;LILLE;2012;NEXITY STUDEA;6832A;Administration d'immeubles et autres biens immobiliers;309;2012-08-27T00:00:00;31/12/2015;95240876;4074763
215;10;RUE MARACCI;59800;LILLE;2006;NEXITY STUDEA;6832A;Administration d'immeubles et autres biens immobiliers;309;2013-01-27T00:00:00;31/12/2015;95240876;4074763
216;18;RUE VICTOR DURUY;59000;LILLE;2006;NEXITY STUDEA;6832A;Administration d'immeubles et autres biens immobiliers;309;2013-01-27T00:00:00;31/12/2015;95240876;4074763
217;17;RUE D IENA;59000;LILLE;2006;NEXITY STUDEA;6832A;Administration d'immeubles et autres biens immobiliers;309;2013-01-27T00:00:00;31/12/2015;95240876;4074763
218;1;RUE MAL DE LATTRE DE TASSIGNY;59800;LILLE;2006;NEXITY STUDEA;6832A;Administration d'immeubles et autres biens immobiliers;309;2013-01-27T00:00:00;31/12/2015;95240876;4074763
219;83;BOULEVARD DE STRASBOURG;59000;LILLE;2008;NEXITY STUDEA;6832A;Administration d'immeubles et autres biens immobiliers;309;2012-01-17T00:00:00;31/12/2015;95240876;4074763
220;556;AVENUE WILLY BRANDT;59777;LILLE;2011;PWC AUDIT;6920Z;Activités comptables;113;2011-09-20T00:00:00;30/06/2015;94999194;678688
221;21;AVENUE LE CORBUSIER;59800;LILLE;2015;HITACHI DATA SYSTEMS SA;4651Z;Comm. de gros d'ordinat., d'éqpts informatiq. périph. & logiciels;158;2015-02-13T00:00:00;31/03/2015;94367473;1808135
222;77;CTRE COMMERCIAL EURALILLE;59777;LILLE;1994;RIU AUBLET ET CIE;4771Z;Commerce de détail d'habillement en magasin spécialisé;780;1995-01-17T00:00:00;31/12/2015;93861093;1923835
223;677;AVENUE DE LA REPUBLIQUE;59800;LILLE;1995;EUROP ASSISTANCE FRANCE;6512Z;Autres assurances;675;2013-09-07T00:00:00;31/12/2015;93639000;2128000
224;;CTRE COMMERCIAL EURALILLE;59777;LILLE;2003;BERSHKA FRANCE;4771Z;Commerce de détail d'habillement en magasin spécialisé;702;2003-10-20T00:00:00;31/01/2015;92940938;-471839
225;36;RUE DES FOSSES;59800;LILLE;2012;VSC TECHNOLOGIES;5829C;Edition de logiciels applicatifs;315;2012-01-17T00:00:00;31/12/2015;92936833;5010681
226;233;AVENUE DE DUNKERQUE;59000;LILLE;2006;ZEEMAN TEXTIELSUPERS;4771Z;Commerce de détail d'habillement en magasin spécialisé;1113;2006-03-09T00:00:00;31/12/2015;92761277;1455740
227;216;RUE PIERRE LEGRAND;59800;LILLE;2010;ZEEMAN TEXTIELSUPERS;4771Z;Commerce de détail d'habillement en magasin spécialisé;1113;2010-08-24T00:00:00;31/12/2015;92761277;1455740
228;290;RUE LEON GAMBETTA;59000;LILLE;2014;ZEEMAN TEXTIELSUPERS;4771Z;Commerce de détail d'habillement en magasin spécialisé;1113;2015-01-14T00:00:00;31/12/2015;92761277;1455740
229;92;RUE DE FLANDRE;59000;LILLE;1996;RESIDENCES SERVICES GESTION;5510Z;Hà´tels et hébergement similaire;0;2016-08-25T00:00:00;31/12/2015;91954886;7963167
230;87;RUE DE FLANDRE;59000;LILLE;2000;RESIDENCES SERVICES GESTION;5510Z;Hà´tels et hébergement similaire;0;2001-03-07T00:00:00;31/12/2015;91954886;7963167
231;214;PONTDES FLANDRES;59350;LILLE;2010;RESIDENCES SERVICES GESTION;5510Z;Hà´tels et hébergement similaire;0;2011-01-06T00:00:00;31/12/2015;91954886;7963167
232;;CTRE COMMERCIAL EURALILLE;59777;LILLE;1998;ESPACE EXPANSION;6832A;Administration d'immeubles et autres biens immobiliers;286;1998-07-15T00:00:00;31/12/2015;91523079;9660818
233;83;RUE DE LUXEMBOURG;59777;LILLE;2005;ALTEDIA;7022Z;Conseil pour les affaires et autres conseils de gestion;715;2008-01-30T00:00:00;31/12/2015;91345878;5595816
234;1;RUE E IMBERT DE LA PHALECQUE;59160;LILLE;1999;BOTTE FONDATIONS;4399D;Autres travaux spécialisés de construction;371;2002-11-07T00:00:00;31/12/2015;90418363;1009901
235;243;RUE PIERRE LEGRAND;59800;LILLE;2015;SOGECA;4774Z;Comm. détail d'articles médicaux & orthopédiques en magasin spéc.;619;2015-11-23T00:00:00;31/12/2015;89663997;-1342338
236;154;RUE DE PARIS;59800;LILLE;2009;SOGECA;4774Z;Comm. détail d'articles médicaux & orthopédiques en magasin spéc.;619;2009-12-30T00:00:00;31/12/2015;89663997;-1342338
237;;RUE FAIDHERBE;59000;LILLE;2015;UJA;4771Z;Commerce de détail d'habillement en magasin spécialisé;500;2015-06-05T00:00:00;31/12/2015;89002990;-6793021
238;32;RUE DE LA GRANDE CHAUSSEE;59800;LILLE;2012;UJA;4771Z;Commerce de détail d'habillement en magasin spécialisé;500;2012-03-15T00:00:00;31/12/2015;89002990;-6793021
239;;AVENUE WILLY BRANDT;59777;LILLE;2006;RESIDE ETUDES APPARTHOTELS;5520Z;Hébergement touristique et autre hébergement de courte durée;0;2009-03-13T00:00:00;31/12/2015;88730866;1232370
240;3;PARVIS ST MAURICE;59800;LILLE;2010;JACADI;4771Z;Commerce de détail d'habillement en magasin spécialisé;465;2010-09-16T00:00:00;31/12/2015;88386106;1321449
241;39;RUE NATIONALE;59800;LILLE;2008;JACADI;4771Z;Commerce de détail d'habillement en magasin spécialisé;465;2008-09-02T00:00:00;31/12/2015;88386106;1321449
242;2;RUE DES PONTS DE COMINES;59800;LILLE;2010;JACADI;4771Z;Commerce de détail d'habillement en magasin spécialisé;465;2014-09-17T00:00:00;31/12/2015;88386106;1321449
243;130;RUE DU GRAND BUT LOMME;59160;LILLE;2004;KLEPIERRE MANAGEMENT;6832A;Administration d'immeubles et autres biens immobiliers;486;2008-10-02T00:00:00;31/12/2015;88172452;-11999923
244;233;RUE LEON GAMBETTA;59000;LILLE;1999;VETURA;4771Z;Commerce de détail d'habillement en magasin spécialisé;619;2004-03-24T00:00:00;31/12/2015;87460058;-10901166
245;175;RUE ALBERT THOMAS LOMME;59160;LILLE;2004;SOCIETE D'EXPLOITATION DES RESIDENCES HOTELIERES RAIL;5510Z;Hà´tels et hébergement similaire;311;2016-05-03T00:00:00;31/12/2015;87310336;9320200
246;2;RUE DANTON HELLEMMES;59260;LILLE;2006;SOCIETE D'EXPLOITATION DES RESIDENCES HOTELIERES RAIL;5510Z;Hà´tels et hébergement similaire;311;2013-02-03T00:00:00;31/12/2015;87310336;9320200
247;118;ALLEE DE LIEGE;59777;LILLE;2004;SOCIETE D'EXPLOITATION DES RESIDENCES HOTELIERES RAIL;5510Z;Hà´tels et hébergement similaire;311;2004-03-30T00:00:00;31/12/2015;87310336;9320200
248;60;RUE ESQUERMOISE;59800;LILLE;1996;ROSET SAS;3109A;Fabrication de sièges d'ameublement d'intérieur;700;1996-11-04T00:00:00;30/09/2015;86184424;-1221927
249;88;BOULEVARD CARNOT;59800;LILLE;2013;ICF NOVEDIS SA;6820A;Location de logements;100;2013-03-26T00:00:00;31/12/2015;85676000;4775000
250;87;BOULEVARD DE LA LIBERTE;59800;LILLE;2016;HAVAS PARIS;7311Z;Activités des agences de publicité;305;2016-02-05T00:00:00;31/12/2015;84499165;3340924
251;11;PARVIS DE ROTTERDAM;59777;LILLE;2009;EUROPORTE FRANCE;4920Z;Transports ferroviaires de fret;471;2016-09-14T00:00:00;31/12/2015;84113384;-6088171
252;36;RUE ESQUERMOISE;59800;LILLE;2008;HABITAT FRANCE;4759A;Commerce de détail de meubles;532;2008-04-24T00:00:00;30/09/2015;82813712;-161122
253;44;RUE DE TOURNAI;59800;LILLE;2014;RESTAURATION COLLECTIVE CASINO;5629B;Autres services de restauration n.c.a.;1098;2014-01-07T00:00:00;31/12/2015;82011111;-1102830
254;51;RUE GUSTAVE DELORY;59000;LILLE;2014;RESTAURATION COLLECTIVE CASINO;5629B;Autres services de restauration n.c.a.;1098;2014-06-24T00:00:00;31/12/2015;82011111;-1102830
255;12;RUE JEAN SANS PEUR;59800;LILLE;2014;RESTAURATION COLLECTIVE CASINO;5629B;Autres services de restauration n.c.a.;1098;2014-12-30T00:00:00;31/12/2015;82011111;-1102830
256;19;RUE DE MARQUILLIES;59000;LILLE;2014;RESTAURATION COLLECTIVE CASINO;5629B;Autres services de restauration n.c.a.;1098;2014-12-30T00:00:00;31/12/2015;82011111;-1102830
257;201;RUE COLBERT;59000;LILLE;1986;EUGENE-PERMA FRANCE;4645Z;Commerce de gros de parfumerie et de produits de beauté;210;2000-02-17T00:00:00;31/12/2015;81127774;890134
258;19;RUE NEUVE;59000;LILLE;1999;M&L DISTRIBUTION (FRANCE) S.A.R.L.;4775Z;Comm. détail de parfumerie & produits de beauté en magasin spéc.;340;1999-11-08T00:00:00;31/03/2015;80510640;912620
259;11;RUE MARACCI;59800;LILLE;1989;TEXA SERVICES;7022Z;Conseil pour les affaires et autres conseils de gestion;1082;2004-07-29T00:00:00;31/12/2015;79916923;2062519
260;2;BOULEVARD CARNOT;59800;LILLE;2012;SOCIETE DES HOTELS NOVOTEL ET MERCURE;6820B;Location de terrains et d'autres biens immobiliers;66;2012-09-28T00:00:00;31/12/2015;79747385;8350357
261;100;CTRE COMMERCIAL EURALILLE;59777;LILLE;2013;ABERCROMBIE & FITCH (FRANCE) SAS;4771Z;Commerce de détail d'habillement en magasin spécialisé;617;2014-02-16T00:00:00;31/01/2015;79335277;2358640
262;130;RUE DU GRAND BUT LOMME;59160;LILLE;1998;PHOTOMATON;9609Z;Autres services personnels n.c.a.;301;2001-08-03T00:00:00;30/04/2015;79189309;6195874
263;;RUE DES TANNEURS;59800;LILLE;1989;PHOTOMATON;9609Z;Autres services personnels n.c.a.;301;2003-01-04T00:00:00;30/04/2015;79189309;6195874
264;80;RUE DE PARIS;59800;LILLE;1989;PHOTOMATON;9609Z;Autres services personnels n.c.a.;301;2008-04-30T00:00:00;30/04/2015;79189309;6195874
265;80;RUE DE PARIS;59800;LILLE;2004;PHOTOMATON;9609Z;Autres services personnels n.c.a.;301;2008-05-19T00:00:00;30/04/2015;79189309;6195874
266;17;RUE COLSON;59800;LILLE;2012;ADAGIO S.A.S;5520Z;Hébergement touristique et autre hébergement de courte durée;700;2012-01-17T00:00:00;31/12/2015;77570776;1879935
267;32;BOULEVARD CARNOT;59800;LILLE;2013;ADECCO MEDICAL;7820Z;Activités des agences de travail temporaire;1215;2014-01-03T00:00:00;31/12/2015;76990692;-2654241
268;556;AVENUE WILLY BRANDT;59777;LILLE;2011;PRICEWATERHOUSECOOPERS ENTREPRISES;6920Z;Activités comptables;636;2011-09-15T00:00:00;30/06/2015;73905215;1053055
269;25;RUE DE BETHUNE;59800;LILLE;2007;KOOKAI;4771Z;Commerce de détail d'habillement en magasin spécialisé;574;2008-01-23T00:00:00;31/08/2015;72511904;-30031143
270;41;RUE NATIONALE;59800;LILLE;2006;KOOKAI;4771Z;Commerce de détail d'habillement en magasin spécialisé;574;2005-10-24T00:00:00;31/08/2015;72511904;-30031143
271;10;RUE DE BETHUNE;59800;LILLE;1999;KOOKAI;4771Z;Commerce de détail d'habillement en magasin spécialisé;574;2016-06-24T00:00:00;31/08/2015;72511904;-30031143
